기준_년분기_코드,상권_코드_명,임대료,임대료_전년동분기_상승률(%),일반_점포_수,총_점포_수(유사업종),개업_점포_수,폐업_점포_수,프랜차이즈_점포_수,개업률_재계산(%),폐업률_재계산(%),점포교체율(%),프랜차이즈비율(%),폐업률_전년동분기_변화(%p),점포교체율_전년동분기_변화(%p),프랜차이즈비율_전년동분기_변화(%p),예상_원본상권_수,관측된_원본상권_수,매칭_원본상권명,매칭_주의
기준_년분기_코드	상권_코드_명	임대료	임대료_전년동분기_상승률(%)	일반_점포_수	총_점포_수(유사업종)	개업_점포_수	폐업_점포_수	프랜차이즈_점포_수	개업률_재계산(%)	폐업률_재계산(%)	점포교체율(%)	프랜차이즈비율(%)	폐업률_전년동분기_변화(%p)	점포교체율_전년동분기_변화(%p)	프랜차이즈비율_전년동분기_변화(%p)	예상_원본상권_수	관측된_원본상권_수	매칭_원본상권명	매칭_주의
20214	신림역			1863	2091	114	53	228	5.4519	2.5347	7.9866	10.9039				4	4	신림역(신림)[발달상권] | 신림역 1번[골목상권] | 신림역 5번(신림동주민센터, 신림동별빛거리)[골목상권] | 신림역 8번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20221	신림역			1862	2090	58	59	228	2.7751	2.8230	5.5981	10.9091	-1.0751	-1.5483	0.2144	4	4	신림역(신림)[발달상권] | 신림역 1번[골목상권] | 신림역 5번(신림동주민센터, 신림동별빛거리)[골목상권] | 신림역 8번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20222	신림역			1854	2081	34	43	227	1.6338	2.0663	3.7001	10.9082	-2.1107	-5.1512	0.6646	4	4	신림역(신림)[발달상권] | 신림역 1번[골목상권] | 신림역 5번(신림동주민센터, 신림동별빛거리)[골목상권] | 신림역 8번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20223	신림역			1827	2056	54	79	229	2.6265	3.8424	6.4689	11.1381	0.6404	-0.8710	0.5470	4	4	신림역(신림)[발달상권] | 신림역 1번[골목상권] | 신림역 5번(신림동주민센터, 신림동별빛거리)[골목상권] | 신림역 8번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20224	신림역			1852	2084	101	73	232	4.8464	3.5029	8.3493	11.1324	0.9682	0.3627	0.2286	4	4	신림역(신림)[발달상권] | 신림역 1번[골목상권] | 신림역 5번(신림동주민센터, 신림동별빛거리)[골목상권] | 신림역 8번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20231	신림역			1860	2090	84	78	230	4.0191	3.7321	7.7512	11.0048	0.9091	2.1531	0.0957	4	4	신림역(신림)[발달상권] | 신림역 1번[골목상권] | 신림역 5번(신림동주민센터, 신림동별빛거리)[골목상권] | 신림역 8번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20232	신림역			1883	2113	85	62	230	4.0227	2.9342	6.9569	10.8850	0.8679	3.2568	-0.0232	4	4	신림역(신림)[발달상권] | 신림역 1번[골목상권] | 신림역 5번(신림동주민센터, 신림동별빛거리)[골목상권] | 신림역 8번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20233	신림역			1898	2124	83	72	226	3.9077	3.3898	7.2976	10.6403	-0.4526	0.8287	-0.4978	4	4	신림역(신림)[발달상권] | 신림역 1번[골목상권] | 신림역 5번(신림동주민센터, 신림동별빛거리)[골목상권] | 신림역 8번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20234	신림역			1897	2115	66	75	218	3.1206	3.5461	6.6667	10.3073	0.0432	-1.6827	-0.8251	4	4	신림역(신림)[발달상권] | 신림역 1번[골목상권] | 신림역 5번(신림동주민센터, 신림동별빛거리)[골목상권] | 신림역 8번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20241	신림역			1881	2098	74	91	217	3.5272	4.3375	7.8646	10.3432	0.6054	0.1134	-0.6616	4	4	신림역(신림)[발달상권] | 신림역 1번[골목상권] | 신림역 5번(신림동주민센터, 신림동별빛거리)[골목상권] | 신림역 8번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20242	신림역			1864	2082	69	85	218	3.3141	4.0826	7.3967	10.4707	1.1484	0.4398	-0.4143	4	4	신림역(신림)[발달상권] | 신림역 1번[골목상권] | 신림역 5번(신림동주민센터, 신림동별빛거리)[골목상권] | 신림역 8번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20243	신림역	67.4		1837	2053	51	80	216	2.4842	3.8967	6.3809	10.5212	0.5069	-0.9166	-0.1191	4	4	신림역(신림)[발달상권] | 신림역 1번[골목상권] | 신림역 5번(신림동주민센터, 신림동별빛거리)[골목상권] | 신림역 8번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20244	신림역	67.3		1832	2049	59	64	217	2.8795	3.1235	6.0029	10.5905	-0.4226	-0.6637	0.2832	4	4	신림역(신림)[발달상권] | 신림역 1번[골목상권] | 신림역 5번(신림동주민센터, 신림동별빛거리)[골목상권] | 신림역 8번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20251	신림역	66.9		1798	2013	35	71	215	1.7387	3.5271	5.2658	10.6806	-0.8104	-2.5989	0.3374	4	4	신림역(신림)[발달상권] | 신림역 1번[골목상권] | 신림역 5번(신림동주민센터, 신림동별빛거리)[골목상권] | 신림역 8번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20252	신림역	66.9		1768	1983	65	94	215	3.2779	4.7403	8.0182	10.8422	0.6577	0.6214	0.3715	4	4	신림역(신림)[발달상권] | 신림역 1번[골목상권] | 신림역 5번(신림동주민센터, 신림동별빛거리)[골목상권] | 신림역 8번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20253	신림역	67.0	-0.5935	1761	1977	68	73	216	3.4396	3.6925	7.1320	10.9256	-0.2043	0.7511	0.4045	4	4	신림역(신림)[발달상권] | 신림역 1번[골목상권] | 신림역 5번(신림동주민센터, 신림동별빛거리)[골목상권] | 신림역 8번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20254	신림역	67.7	0.5944	1759	1973	43	47	214	2.1794	2.3822	4.5616	10.8464	-0.7413	-1.4413	0.2559	4	4	신림역(신림)[발달상권] | 신림역 1번[골목상권] | 신림역 5번(신림동주민센터, 신림동별빛거리)[골목상권] | 신림역 8번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20261	신림역	67.8	1.3453													4	0	신림역(신림)[발달상권] | 신림역 1번[골목상권] | 신림역 5번(신림동주민센터, 신림동별빛거리)[골목상권] | 신림역 8번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20211	약수역			554	637	12	14	83	1.8838	2.1978	4.0816	13.0298				2	2	약수역[발달상권] | 약수역 7번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20212	약수역			553	632	11	16	79	1.7405	2.5316	4.2722	12.5000				2	2	약수역[발달상권] | 약수역 7번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20213	약수역			559	639	22	15	80	3.4429	2.3474	5.7903	12.5196				2	2	약수역[발달상권] | 약수역 7번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20214	약수역			564	643	19	15	79	2.9549	2.3328	5.2877	12.2862				2	2	약수역[발달상권] | 약수역 7번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20221	약수역			567	645	13	11	78	2.0155	1.7054	3.7209	12.0930	-0.4924	-0.3607	-0.9368	2	2	약수역[발달상권] | 약수역 7번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20222	약수역			577	656	18	7	79	2.7439	1.0671	3.8110	12.0427	-1.4646	-0.4612	-0.4573	2	2	약수역[발달상권] | 약수역 7번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20223	약수역			572	651	17	22	79	2.6114	3.3794	5.9908	12.1352	1.0320	0.2005	-0.3844	2	2	약수역[발달상권] | 약수역 7번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20224	약수역			586	662	22	11	76	3.3233	1.6616	4.9849	11.4804	-0.6712	-0.3028	-0.8058	2	2	약수역[발달상권] | 약수역 7번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20231	약수역			589	669	20	13	80	2.9895	1.9432	4.9327	11.9581	0.2378	1.2118	-0.1349	2	2	약수역[발달상권] | 약수역 7번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20232	약수역			596	675	17	11	79	2.5185	1.6296	4.1481	11.7037	0.5626	0.3372	-0.3390	2	2	약수역[발달상권] | 약수역 7번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20233	약수역			604	681	24	18	77	3.5242	2.6432	6.1674	11.3069	-0.7362	0.1766	-0.8283	2	2	약수역[발달상권] | 약수역 7번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20234	약수역			606	682	13	12	76	1.9062	1.7595	3.6657	11.1437	0.0979	-1.3192	-0.3367	2	2	약수역[발달상권] | 약수역 7번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20241	약수역			600	676	6	12	76	0.8876	1.7751	2.6627	11.2426	-0.1681	-2.2700	-0.7155	2	2	약수역[발달상권] | 약수역 7번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20242	약수역			594	668	9	17	74	1.3473	2.5449	3.8922	11.0778	0.9153	-0.2559	-0.6259	2	2	약수역[발달상권] | 약수역 7번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20243	약수역	75.0		594	665	13	16	71	1.9549	2.4060	4.3609	10.6767	-0.2372	-1.8065	-0.6302	2	2	약수역[발달상권] | 약수역 7번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20244	약수역	74.9		594	663	18	19	69	2.7149	2.8658	5.5807	10.4072	1.1062	1.9150	-0.7365	2	2	약수역[발달상권] | 약수역 7번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20251	약수역	74.5		593	664	13	13	71	1.9578	1.9578	3.9157	10.6928	0.1827	1.2529	-0.5498	2	2	약수역[발달상권] | 약수역 7번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20252	약수역	74.4		593	662	10	12	69	1.5106	1.8127	3.3233	10.4230	-0.7322	-0.5690	-0.6549	2	2	약수역[발달상권] | 약수역 7번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20253	약수역	74.3	-0.9333	588	656	11	17	68	1.6768	2.5915	4.2683	10.3659	0.1854	-0.0926	-0.3108	2	2	약수역[발달상권] | 약수역 7번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20254	약수역	74.5	-0.5340	586	650	13	19	64	2.0000	2.9231	4.9231	9.8462	0.0573	-0.6576	-0.5611	2	2	약수역[발달상권] | 약수역 7번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20261	약수역	74.9	0.5369													2	0	약수역[발달상권] | 약수역 7번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20211	연신내			522	597	16	11	75	2.6801	1.8425	4.5226	12.5628				1	1	연신내역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20212	연신내			523	596	21	22	73	3.5235	3.6913	7.2148	12.2483				1	1	연신내역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20213	연신내			519	593	13	16	74	2.1922	2.6981	4.8904	12.4789				1	1	연신내역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20214	연신내			525	600	18	11	75	3.0000	1.8333	4.8333	12.5000				1	1	연신내역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20221	연신내			514	588	9	21	74	1.5306	3.5714	5.1020	12.5850	1.7289	0.5794	0.0222	1	1	연신내역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20222	연신내			523	599	19	8	76	3.1720	1.3356	4.5075	12.6878	-2.3557	-2.7073	0.4395	1	1	연신내역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20223	연신내			521	596	11	14	75	1.8456	2.3490	4.1946	12.5839	-0.3492	-0.6958	0.1050	1	1	연신내역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20224	연신내			530	603	24	17	73	3.9801	2.8192	6.7993	12.1061	0.9859	1.9660	-0.3939	1	1	연신내역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20231	연신내			530	604	21	20	74	3.4768	3.3113	6.7881	12.2517	-0.2602	1.6860	-0.3334	1	1	연신내역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20232	연신내			532	606	14	12	74	2.3102	1.9802	4.2904	12.2112	0.6446	-0.2171	-0.4766	1	1	연신내역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20233	연신내			526	600	16	22	74	2.6667	3.6667	6.3333	12.3333	1.3177	2.1387	-0.2506	1	1	연신내역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20234	연신내			523	595	11	16	72	1.8487	2.6891	4.5378	12.1008	-0.1302	-2.2615	-0.0053	1	1	연신내역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20241	연신내			524	598	18	15	74	3.0100	2.5084	5.5184	12.3746	-0.8029	-1.2697	0.1229	1	1	연신내역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20242	연신내			523	594	15	19	71	2.5253	3.1987	5.7239	11.9529	1.2185	1.4335	-0.2584	1	1	연신내역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20243	연신내	44.7		518	587	18	25	69	3.0664	4.2589	7.3254	11.7547	0.5923	0.9920	-0.5786	1	1	연신내역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20244	연신내	44.7		507	576	9	20	69	1.5625	3.4722	5.0347	11.9792	0.7831	0.4969	-0.1217	1	1	연신내역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20251	연신내	44.6		499	572	14	18	73	2.4476	3.1469	5.5944	12.7622	0.6385	0.0760	0.3877	1	1	연신내역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20252	연신내	44.6		499	570	11	13	71	1.9298	2.2807	4.2105	12.4561	-0.9180	-1.5134	0.5033	1	1	연신내역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20253	연신내	44.5	-0.4474	501	571	13	12	70	2.2767	2.1016	4.3783	12.2592	-2.1574	-2.9471	0.5045	1	1	연신내역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20254	연신내	44.7	0.0000	500	569	10	13	69	1.7575	2.2847	4.0422	12.1265	-1.1875	-0.9925	0.1474	1	1	연신내역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20261	연신내	44.7	0.2242													1	0	연신내역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20211	오류동역			377	424	7	17	47	1.6509	4.0094	5.6604	11.0849				1	1	오류동역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20212	오류동역			380	425	13	12	45	3.0588	2.8235	5.8824	10.5882				1	1	오류동역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20213	오류동역			378	421	12	16	43	2.8504	3.8005	6.6508	10.2138				1	1	오류동역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20214	오류동역			385	430	20	11	45	4.6512	2.5581	7.2093	10.4651				1	1	오류동역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20221	오류동역			389	434	15	11	45	3.4562	2.5346	5.9908	10.3687	-1.4749	0.3304	-0.7162	1	1	오류동역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20222	오류동역			389	435	13	12	46	2.9885	2.7586	5.7471	10.5747	-0.0649	-0.1352	-0.0135	1	1	오류동역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20223	오류동역			392	438	15	12	46	3.4247	2.7397	6.1644	10.5023	-1.0607	-0.4864	0.2885	1	1	오류동역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20224	오류동역			407	451	29	16	44	6.4302	3.5477	9.9778	9.7561	0.9895	2.7685	-0.7090	1	1	오류동역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20231	오류동역			419	464	21	8	45	4.5259	1.7241	6.2500	9.6983	-0.8104	0.2592	-0.6704	1	1	오류동역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20232	오류동역			433	478	31	17	45	6.4854	3.5565	10.0418	9.4142	0.7979	4.2947	-1.1605	1	1	오류동역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20233	오류동역			449	496	31	13	47	6.2500	2.6210	8.8710	9.4758	-0.1188	2.7066	-1.0265	1	1	오류동역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20234	오류동역			455	502	18	12	47	3.5857	2.3904	5.9761	9.3625	-1.1572	-4.0017	-0.3935	1	1	오류동역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20241	오류동역			457	506	17	13	49	3.3597	2.5692	5.9289	9.6838	0.8450	-0.3211	-0.0145	1	1	오류동역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20242	오류동역			454	503	16	19	49	3.1809	3.7773	6.9583	9.7416	0.2209	-3.0836	0.3273	1	1	오류동역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20243	오류동역	55.7		440	490	7	20	50	1.4286	4.0816	5.5102	10.2041	1.4607	-3.3608	0.7283	1	1	오류동역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20244	오류동역	55.7		433	482	7	15	49	1.4523	3.1120	4.5643	10.1660	0.7216	-1.4118	0.8034	1	1	오류동역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20251	오류동역	55.5		427	476	7	13	49	1.4706	2.7311	4.2017	10.2941	0.1619	-1.7272	0.6103	1	1	오류동역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20252	오류동역	55.5		424	475	9	9	51	1.8947	1.8947	3.7895	10.7368	-1.8826	-3.1688	0.9953	1	1	오류동역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20253	오류동역	55.5	-0.3591	422	472	10	13	50	2.1186	2.7542	4.8729	10.5932	-1.3274	-0.6373	0.3891	1	1	오류동역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20254	오류동역	55.6	-0.1795	417	467	7	12	50	1.4989	2.5696	4.0685	10.7066	-0.5424	-0.4958	0.5407	1	1	오류동역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20261	오류동역	55.6	0.1802													1	0	오류동역[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20211	왕십리			1058	1221	40	26	163	3.2760	2.1294	5.4054	13.3497				4	4	왕십리역(왕십리)[발달상권] | 왕십리역 9번[골목상권] | 상왕십리역 3번[골목상권] | 상왕십리역 6번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20212	왕십리			1054	1213	36	44	159	2.9678	3.6274	6.5952	13.1080				4	4	왕십리역(왕십리)[발달상권] | 왕십리역 9번[골목상권] | 상왕십리역 3번[골목상권] | 상왕십리역 6번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20213	왕십리			1057	1220	34	27	163	2.7869	2.2131	5.0000	13.3607				4	4	왕십리역(왕십리)[발달상권] | 왕십리역 9번[골목상권] | 상왕십리역 3번[골목상권] | 상왕십리역 6번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20214	왕십리			1069	1235	39	24	166	3.1579	1.9433	5.1012	13.4413				4	4	왕십리역(왕십리)[발달상권] | 왕십리역 9번[골목상권] | 상왕십리역 3번[골목상권] | 상왕십리역 6번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20221	왕십리			1075	1239	34	30	164	2.7441	2.4213	5.1655	13.2365	0.2919	-0.2399	-0.1132	4	4	왕십리역(왕십리)[발달상권] | 왕십리역 9번[골목상권] | 상왕십리역 3번[골목상권] | 상왕십리역 6번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20222	왕십리			1085	1252	45	32	167	3.5942	2.5559	6.1502	13.3387	-1.0715	-0.4451	0.2307	4	4	왕십리역(왕십리)[발달상권] | 왕십리역 9번[골목상권] | 상왕십리역 3번[골목상권] | 상왕십리역 6번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20223	왕십리			1076	1242	26	36	166	2.0934	2.8986	4.9919	13.3655	0.6854	-0.0081	0.0049	4	4	왕십리역(왕십리)[발달상권] | 왕십리역 9번[골목상권] | 상왕십리역 3번[골목상권] | 상왕십리역 6번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20224	왕십리			1108	1276	74	40	168	5.7994	3.1348	8.9342	13.1661	1.1915	3.8330	-0.2752	4	4	왕십리역(왕십리)[발달상권] | 왕십리역 9번[골목상권] | 상왕십리역 3번[골목상권] | 상왕십리역 6번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20231	왕십리			1117	1288	45	33	171	3.4938	2.5621	6.0559	13.2764	0.1408	0.8904	0.0399	4	4	왕십리역(왕십리)[발달상권] | 왕십리역 9번[골목상권] | 상왕십리역 3번[골목상권] | 상왕십리역 6번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20232	왕십리			1132	1306	56	38	174	4.2879	2.9096	7.1975	13.3231	0.3537	1.0474	-0.0155	4	4	왕십리역(왕십리)[발달상권] | 왕십리역 9번[골목상권] | 상왕십리역 3번[골목상권] | 상왕십리역 6번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20233	왕십리			1149	1319	37	24	170	2.8052	1.8196	4.6247	12.8886	-1.0790	-0.3672	-0.4770	4	4	왕십리역(왕십리)[발달상권] | 왕십리역 9번[골목상권] | 상왕십리역 3번[골목상권] | 상왕십리역 6번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20234	왕십리			1151	1322	39	36	171	2.9501	2.7231	5.6732	12.9349	-0.4116	-3.2609	-0.2312	4	4	왕십리역(왕십리)[발달상권] | 왕십리역 9번[골목상권] | 상왕십리역 3번[골목상권] | 상왕십리역 6번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20241	왕십리			1158	1333	56	45	175	4.2011	3.3758	7.5769	13.1283	0.8137	1.5210	-0.1481	4	4	왕십리역(왕십리)[발달상권] | 왕십리역 9번[골목상권] | 상왕십리역 3번[골목상권] | 상왕십리역 6번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20242	왕십리			1160	1335	41	39	175	3.0712	2.9213	5.9925	13.1086	0.0117	-1.2050	-0.2145	4	4	왕십리역(왕십리)[발달상권] | 왕십리역 9번[골목상권] | 상왕십리역 3번[골목상권] | 상왕십리역 6번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20243	왕십리	43.3		1143	1309	24	50	166	1.8335	3.8197	5.6532	12.6814	2.0001	1.0285	-0.2071	4	4	왕십리역(왕십리)[발달상권] | 왕십리역 9번[골목상권] | 상왕십리역 3번[골목상권] | 상왕십리역 6번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20244	왕십리	43.4		1130	1295	29	43	165	2.2394	3.3205	5.5598	12.7413	0.5973	-0.1134	-0.1936	4	4	왕십리역(왕십리)[발달상권] | 왕십리역 9번[골목상권] | 상왕십리역 3번[골목상권] | 상왕십리역 6번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
